chunk_id,content_type,title,text_for_embedding,accessory,source,image_ids,image_paths,metadata_json
CHK-STD-SHOULDER_CONNECTOR-004,checklist_item,SHOULDER CONNECTOR - STD-SHOULDER_CONNECTOR-004,"Accessory: SHOULDER CONNECTOR
Standard ID: STD-SHOULDER_CONNECTOR-004
Requirement type: Safety/edge
Requirement: Please add stopper

Limit issue scratch
limit issue abuse
Applicability / remark: All type
Source: Shoulder connector!B5",SHOULDER CONNECTOR,Shoulder connector!B5,IMG-064; IMG-065; IMG-066; IMG-067; IMG-068; IMG-069; IMG-070; IMG-071; IMG-072,images/original/image65.png; images/original/image66.png; images/original/image67.png; images/original/image62.png; images/original/image63.png; images/original/image64.png; images/original/image66.png; images/original/image67.png; images/original/image68.png,"{""accessory"": ""SHOULDER CONNECTOR"", ""standard_id"": ""STD-SHOULDER_CONNECTOR-004"", ""content_type"": ""checklist_item"", ""requirement_type"": ""Safety/edge"", ""source_sheet"": ""Shoulder connector"", ""source_cell"": ""B5"", ""source_row"": 5, ""source"": ""Shoulder connector!B5"", ""image_ids"": [""IMG-064"", ""IMG-065"", ""IMG-066"", ""IMG-067"", ""IMG-068"", ""IMG-069"", ""IMG-070"", ""IMG-071"", ""IMG-072""], ""review_flag"": """"}"
CHK-STD-ARM-001,checklist_item,ARM - STD-ARM-001,"Accessory: ARM
Standard ID: STD-ARM-001
Requirement type: Assembly/fit
Requirement: No need KD
Applicability / remark: All type
Source: Arm!B2",ARM,Arm!B2,IMG-073; IMG-074,images/original/image70.jpeg; images/original/image69.png,"{""accessory"": ""ARM"", ""standard_id"": ""STD-ARM-001"", ""content_type"": ""checklist_item"", ""requirement_type"": ""Assembly/fit"", ""source_sheet"": ""Arm"", ""source_cell"": ""B2"", ""source_row"": 2, ""source"": ""Arm!B2"", ""image_ids"": [""IMG-073"", ""IMG-074""], ""review_flag"": """"}"
CHK-STD-ARM-002,checklist_item,ARM - STD-ARM-002,"Accessory: ARM
Standard ID: STD-ARM-002
Requirement type: Assembly/fit
Requirement: Please add ribs on pocket connector
Applicability / remark: All type
Source: Arm!B3",ARM,Arm!B3,IMG-073; IMG-074,images/original/image70.jpeg; images/original/image69.png,"{""accessory"": ""ARM"", ""standard_id"": ""STD-ARM-002"", ""content_type"": ""checklist_item"", ""requirement_type"": ""Assembly/fit"", ""source_sheet"": ""Arm"", ""source_cell"": ""B3"", ""source_row"": 3, ""source"": ""Arm!B3"", ""image_ids"": [""IMG-073"", ""IMG-074""], ""review_flag"": """"}"
CHK-STD-ARM-003,checklist_item,ARM - STD-ARM-003,"Accessory: ARM
Standard ID: STD-ARM-003
Requirement type: Reference/sample
Requirement: Refference :
**Straight arm
4 set --> DVX72-Q601-16
**bent arm
4 set --> T7738-Q502-02
**bent&straight
2 set -->HJN31-U981-01
Applicability / remark: All type
Source: Arm!B4",ARM,Arm!B4,IMG-073; IMG-074,images/original/image70.jpeg; images/original/image69.png,"{""accessory"": ""ARM"", ""standard_id"": ""STD-ARM-003"", ""content_type"": ""checklist_item"", ""requirement_type"": ""Reference/sample"", ""source_sheet"": ""Arm"", ""source_cell"": ""B4"", ""source_row"": 4, ""source"": ""Arm!B4"", ""image_ids"": [""IMG-073"", ""IMG-074""], ""review_flag"": """"}"
CHK-STD-ARM-004,checklist_item,ARM - STD-ARM-004,"Accessory: ARM
Standard ID: STD-ARM-004
Requirement type: Material/process
Requirement: Matte surface finish
Applicability / remark: All type
Source: Arm!B5",ARM,Arm!B5,IMG-073; IMG-074,images/original/image70.jpeg; images/original/image69.png,"{""accessory"": ""ARM"", ""standard_id"": ""STD-ARM-004"", ""content_type"": ""checklist_item"", ""requirement_type"": ""Material/process"", ""source_sheet"": ""Arm"", ""source_cell"": ""B5"", ""source_row"": 5, ""source"": ""Arm!B5"", ""image_ids"": [""IMG-073"", ""IMG-074""], ""review_flag"": """"}"
CHK-STD-ARM-005,checklist_item,ARM - STD-ARM-005,"Accessory: ARM
Standard ID: STD-ARM-005
Requirement type: Gate/runner/trimming
Requirement: Please confirm runner design for auto PIM or not
*design reff DVX72-Q601-02
Applicability / remark: All type
Source: Arm!B6",ARM,Arm!B6,IMG-073; IMG-074,images/original/image70.jpeg; images/original/image69.png,"{""accessory"": ""ARM"", ""standard_id"": ""STD-ARM-005"", ""content_type"": ""checklist_item"", ""requirement_type"": ""Gate/runner/trimming"", ""source_sheet"": ""Arm"", ""source_cell"": ""B6"", ""source_row"": 6, ""source"": ""Arm!B6"", ""image_ids"": [""IMG-073"", ""IMG-074""], ""review_flag"": """"}"
CHK-STD-VUM_HOLDER-001,checklist_item,VUM HOLDER - STD-VUM_HOLDER-001,"Accessory: VUM HOLDER
Standard ID: STD-VUM_HOLDER-001
Requirement type: General design
Requirement: Please create part cloose loop (doesn't colapse when rotate)
Applicability / remark: All type
Source: VUM Holder!B2",VUM HOLDER,VUM Holder!B2,IMG-075; IMG-076; IMG-077,images/original/image71.png; images/original/image72.png; images/original/image73.png,"{""accessory"": ""VUM HOLDER"", ""standard_id"": ""STD-VUM_HOLDER-001"", ""content_type"": ""checklist_item"", ""requirement_type"": ""General design"", ""source_sheet"": ""VUM Holder"", ""source_cell"": ""B2"", ""source_row"": 2, ""source"": ""VUM Holder!B2"", ""image_ids"": [""IMG-075"", ""IMG-076"", ""IMG-077""], ""review_flag"": """"}"
CHK-STD-VUM_HOLDER-002,checklist_item,VUM HOLDER - STD-VUM_HOLDER-002,"Accessory: VUM HOLDER
Standard ID: STD-VUM_HOLDER-002
Requirement type: Gate/runner/trimming
Requirement: Please ensure edge gate
Applicability / remark: All type
Source: VUM Holder!B3",VUM HOLDER,VUM Holder!B3,IMG-075; IMG-076; IMG-077,images/original/image71.png; images/original/image72.png; images/original/image73.png,"{""accessory"": ""VUM HOLDER"", ""standard_id"": ""STD-VUM_HOLDER-002"", ""content_type"": ""checklist_item"", ""requirement_type"": ""Gate/runner/trimming"", ""source_sheet"": ""VUM Holder"", ""source_cell"": ""B3"", ""source_row"": 3, ""source"": ""VUM Holder!B3"", ""image_ids"": [""IMG-075"", ""IMG-076"", ""IMG-077""], ""review_flag"": """"}"
CHK-STD-VUM_HOLDER-003,checklist_item,VUM HOLDER - STD-VUM_HOLDER-003,"Accessory: VUM HOLDER
Standard ID: STD-VUM_HOLDER-003
Requirement type: Dimension/geometry
Requirement: Please ensure holder dimension Ø5mm x 15mm length
Applicability / remark: All type
Source: VUM Holder!B4",VUM HOLDER,VUM Holder!B4,IMG-075; IMG-076; IMG-077,images/original/image71.png; images/original/image72.png; images/original/image73.png,"{""accessory"": ""VUM HOLDER"", ""standard_id"": ""STD-VUM_HOLDER-003"", ""content_type"": ""checklist_item"", ""requirement_type"": ""Dimension/geometry"", ""source_sheet"": ""VUM Holder"", ""source_cell"": ""B4"", ""source_row"": 4, ""source"": ""VUM Holder!B4"", ""image_ids"": [""IMG-075"", ""IMG-076"", ""IMG-077""], ""review_flag"": """"}"
CHK-STD-VUM_HOLDER-004,checklist_item,VUM HOLDER - STD-VUM_HOLDER-004,"Accessory: VUM HOLDER
Standard ID: STD-VUM_HOLDER-004
Requirement type: Gate/runner/trimming
Requirement: Please ensure part 1 times VUM, no separate sub runner
Applicability / remark: All type
Source: VUM Holder!B5",VUM HOLDER,VUM Holder!B5,IMG-075; IMG-076; IMG-077,images/original/image71.png; images/original/image72.png; images/original/image73.png,"{""accessory"": ""VUM HOLDER"", ""standard_id"": ""STD-VUM_HOLDER-004"", ""content_type"": ""checklist_item"", ""requirement_type"": ""Gate/runner/trimming"", ""source_sheet"": ""VUM Holder"", ""source_cell"": ""B5"", ""source_row"": 5, ""source"": ""VUM Holder!B5"", ""image_ids"": [""IMG-075"", ""IMG-076"", ""IMG-077""], ""review_flag"": """"}"
REF-REF-HANDRING-001,reference_record,HANDRING reference - DGW46,"Handring reference record REF-HANDRING-001. Toy No: DGW46; Tools: DGW46-Q052-01; Build year: 2019; Built by: NHT; Handring parts dimension
(Model): 1.5; Handring parts dimension
(Actual): 1.53; VUM: NO; Hand ring drill: 1.7; Remark: COCKTAIL RING EA CP DGW46-Q052; Production: EOT 7/24/21; evidence_image_ids: IMG-004; IMG-005; related_image_count: 2",HANDRING,HANDRING!A2,IMG-004; IMG-005,images/original/image4.png; images/original/image5.png,"{""accessory"": ""HANDRING"", ""reference_id"": ""REF-HANDRING-001"", ""content_type"": ""reference_record"", ""source_sheet"": ""HANDRING"", ""source_row"": 2, ""source"": ""HANDRING!A2"", ""image_ids"": [""IMG-004"", ""IMG-005""]}"
REF-REF-HANDRING-002,reference_record,HANDRING reference - GTJ95,"Handring reference record REF-HANDRING-002. Toy No: GTJ95; Tools: GTJ95-U832-01; Build year: 2013; Built by: MTI; Handring parts dimension
(Model): 1.5; VUM: NO; Hand ring drill: 1.8; Remark: HAND RING GTJ95 EA CP GTJ95-U832; evidence_image_ids: IMG-004; IMG-005; related_image_count: 2",HANDRING,HANDRING!A3,IMG-004; IMG-005,images/original/image4.png; images/original/image5.png,"{""accessory"": ""HANDRING"", ""reference_id"": ""REF-HANDRING-002"", ""content_type"": ""reference_record"", ""source_sheet"": ""HANDRING"", ""source_row"": 3, ""source"": ""HANDRING!A3"", ""image_ids"": [""IMG-004"", ""IMG-005""]}"
REF-REF-HANDRING-003,reference_record,HANDRING reference - GHT91,"Handring reference record REF-HANDRING-003. Toy No: GHT91; Tools: FJH75-K511-01; Build year: 2013; Built by: MTI; Handring parts dimension
(Model): 1.6; Handring parts dimension
(Actual): 1.62; VUM: YES; Hand ring drill: 1.8; Remark: VUM HANDRING LF MOLD: FJH75-K511; evidence_image_ids: IMG-004; IMG-005; related_image_count: 2",HANDRING,HANDRING!A4,IMG-004; IMG-005,images/original/image4.png; images/original/image5.png,"{""accessory"": ""HANDRING"", ""reference_id"": ""REF-HANDRING-003"", ""content_type"": ""reference_record"", ""source_sheet"": ""HANDRING"", ""source_row"": 4, ""source"": ""HANDRING!A4"", ""image_ids"": [""IMG-004"", ""IMG-005""]}"
REF-REF-HANDRING-004,reference_record,HANDRING reference - GTJ87,"Handring reference record REF-HANDRING-004. Toy No: GTJ87; Tools: 1953-Q502-01; Build year: 2019; Built by: NHT; Handring parts dimension
(Model): N/A; Handring parts dimension
(Actual): 1.5; Hand ring drill: 1.8; Remark: HAND RING GTJ87 EA CP 1953-Q502; evidence_image_ids: IMG-004; IMG-005; related_image_count: 2",HANDRING,HANDRING!A5,IMG-004; IMG-005,images/original/image4.png; images/original/image5.png,"{""accessory"": ""HANDRING"", ""reference_id"": ""REF-HANDRING-004"", ""content_type"": ""reference_record"", ""source_sheet"": ""HANDRING"", ""source_row"": 5, ""source"": ""HANDRING!A5"", ""image_ids"": [""IMG-004"", ""IMG-005""]}"
REF-REF-HANDRING-005,reference_record,HANDRING reference - GTJ88,"Handring reference record REF-HANDRING-005. Toy No: GTJ88; Tools: 1953-Q502-01; Build year: 2019; Built by: NHT; Handring parts dimension
(Model): N/A; Handring parts dimension
(Actual): 1.5; Hand ring drill: 1.8; Remark: HAND RING GTJ87 EA CP 1953-Q502; evidence_image_ids: IMG-004; IMG-005; related_image_count: 2",HANDRING,HANDRING!A6,IMG-004; IMG-005,images/original/image4.png; images/original/image5.png,"{""accessory"": ""HANDRING"", ""reference_id"": ""REF-HANDRING-005"", ""content_type"": ""reference_record"", ""source_sheet"": ""HANDRING"", ""source_row"": 6, ""source"": ""HANDRING!A6"", ""image_ids"": [""IMG-004"", ""IMG-005""]}"
REF-REF-HANDRING-006,reference_record,HANDRING reference - GXL24,"Handring reference record REF-HANDRING-006. Toy No: GXL24; Tools: 1953-Q502-01; Build year: 2019; Built by: NHT; Handring parts dimension
(Model): N/A; Handring parts dimension
(Actual): 1.5; Hand ring drill: 1.8; Remark: HAND RING GTJ87 EA CP 1953-Q502; evidence_image_ids: IMG-004; IMG-005; related_image_count: 2",HANDRING,HANDRING!A7,IMG-004; IMG-005,images/original/image4.png; images/original/image5.png,"{""accessory"": ""HANDRING"", ""reference_id"": ""REF-HANDRING-006"", ""content_type"": ""reference_record"", ""source_sheet"": ""HANDRING"", ""source_row"": 7, ""source"": ""HANDRING!A7"", ""image_ids"": [""IMG-004"", ""IMG-005""]}"
REF-REF-HANDRING-007,reference_record,HANDRING reference - GTJ85,"Handring reference record REF-HANDRING-007. Toy No: GTJ85; Tools: FJH75-K511-01; Build year: 2013; Built by: MTI; Handring parts dimension
(Model): 1.6; Handring parts dimension
(Actual): 1.62; Hand ring drill: 1.9; Remark: HAND RING GTJ85 EA CP FJH75-K511; Production: EOT 8/14/21; evidence_image_ids: IMG-004; IMG-005; related_image_count: 2",HANDRING,HANDRING!A8,IMG-004; IMG-005,images/original/image4.png; images/original/image5.png,"{""accessory"": ""HANDRING"", ""reference_id"": ""REF-HANDRING-007"", ""content_type"": ""reference_record"", ""source_sheet"": ""HANDRING"", ""source_row"": 8, ""source"": ""HANDRING!A8"", ""image_ids"": [""IMG-004"", ""IMG-005""]}"
REF-REF-HANDRING-008,reference_record,HANDRING reference - GXL18,"Handring reference record REF-HANDRING-008. Toy No: GXL18; Tools: No hand ring; Build year: 0; Built by: 0; Hand ring drill: 2; Remark: Aisyah, toy ini gak pake handring. Pls. advise; evidence_image_ids: IMG-004; IMG-005; related_image_count: 2",HANDRING,HANDRING!A9,IMG-004; IMG-005,images/original/image4.png; images/original/image5.png,"{""accessory"": ""HANDRING"", ""reference_id"": ""REF-HANDRING-008"", ""content_type"": ""reference_record"", ""source_sheet"": ""HANDRING"", ""source_row"": 9, ""source"": ""HANDRING!A9"", ""image_ids"": [""IMG-004"", ""IMG-005""]}"
REF-REF-HANDRING-009,reference_record,HANDRING reference - GHT91,"Handring reference record REF-HANDRING-009. Toy No: GHT91; Tools: GHT91-K511-01; Build year: N/A; Built by: N/A; Handring parts dimension
(Model): 1.6; Handring parts dimension
(Actual): 1.6; VUM: VUM; Hand ring drill: 2.0; Remark: VUM HANDRING LF
MOLD: FJH75-K511
HANDRING BMR NEW EA CP GHT91-K511; Production: RE-run : 10/16 and 10/13 qty 14.7; evidence_image_ids: IMG-004; IMG-005; related_image_count: 2",HANDRING,HANDRING!A10,IMG-004; IMG-005,images/original/image4.png; images/original/image5.png,"{""accessory"": ""HANDRING"", ""reference_id"": ""REF-HANDRING-009"", ""content_type"": ""reference_record"", ""source_sheet"": ""HANDRING"", ""source_row"": 10, ""source"": ""HANDRING!A10"", ""image_ids"": [""IMG-004"", ""IMG-005""]}"
REF-REF-HANDRING-010,reference_record,HANDRING reference - HJX01,"Handring reference record REF-HANDRING-010. Toy No: HJX01; Tools: FJH75-K511-01; Build year: 2013; Built by: MTI; Handring parts dimension
(Model): 1.6; Handring parts dimension
(Actual): 1.62; Remark: FJH75-K511; evidence_image_ids: IMG-004; IMG-005; related_image_count: 2",HANDRING,HANDRING!A11,IMG-004; IMG-005,images/original/image4.png; images/original/image5.png,"{""accessory"": ""HANDRING"", ""reference_id"": ""REF-HANDRING-010"", ""content_type"": ""reference_record"", ""source_sheet"": ""HANDRING"", ""source_row"": 11, ""source"": ""HANDRING!A11"", ""image_ids"": [""IMG-004"", ""IMG-005""]}"
REF-REF-HANDRING-011,reference_record,HANDRING reference - HJX18,Handring reference record REF-HANDRING-011. Toy No: HJX18; Tools: HBY13-U512-01; Build year: 2013; Built by: MTI; evidence_image_ids: IMG-004; IMG-005; related_image_count: 2,HANDRING,HANDRING!A12,IMG-004; IMG-005,images/original/image4.png; images/original/image5.png,"{""accessory"": ""HANDRING"", ""reference_id"": ""REF-HANDRING-011"", ""content_type"": ""reference_record"", ""source_sheet"": ""HANDRING"", ""source_row"": 12, ""source"": ""HANDRING!A12"", ""image_ids"": [""IMG-004"", ""IMG-005""]}"
REF-REF-HANDRING-012,reference_record,HANDRING reference - HJX41,Handring reference record REF-HANDRING-012. Toy No: HJX41; Tools: DGW74-Q502; Build year: 2019; Built by: NHT; evidence_image_ids: IMG-004; IMG-005; related_image_count: 2,HANDRING,HANDRING!A13,IMG-004; IMG-005,images/original/image4.png; images/original/image5.png,"{""accessory"": ""HANDRING"", ""reference_id"": ""REF-HANDRING-012"", ""content_type"": ""reference_record"", ""source_sheet"": ""HANDRING"", ""source_row"": 13, ""source"": ""HANDRING!A13"", ""image_ids"": [""IMG-004"", ""IMG-005""]}"
REF-REF-HANDRING-013,reference_record,HANDRING reference - HBY01,Handring reference record REF-HANDRING-013. Toy No: HBY01; Tools: HBY01-U513-01; Build year: 2013; Built by: MTI; evidence_image_ids: IMG-004; IMG-005; related_image_count: 2,HANDRING,HANDRING!A14,IMG-004; IMG-005,images/original/image4.png; images/original/image5.png,"{""accessory"": ""HANDRING"", ""reference_id"": ""REF-HANDRING-013"", ""content_type"": ""reference_record"", ""source_sheet"": ""HANDRING"", ""source_row"": 14, ""source"": ""HANDRING!A14"", ""image_ids"": [""IMG-004"", ""IMG-005""]}"
TXT-TXT-001,drawing_text,EARRING drawing text - TXT-001,Drawing/text label for EARRING: 1.7 mm (updated august 22),EARRING,from R6C15 | to R54C44,,,"{""accessory"": ""EARRING"", ""text_id"": ""TXT-001"", ""content_type"": ""drawing_text"", ""source_sheet"": ""EARRING"", ""source"": ""from R6C15 | to R54C44"", ""shape_name"": ""TextBox 6""}"
TXT-TXT-002,drawing_text,NECKLACE drawing text - TXT-002,Drawing/text label for NECKLACE: Desin Refference,NECKLACE,from R13C1 | extent 124x28px,,,"{""accessory"": ""NECKLACE"", ""text_id"": ""TXT-002"", ""content_type"": ""drawing_text"", ""source_sheet"": ""NECKLACE"", ""source"": ""from R13C1 | extent 124x28px"", ""shape_name"": ""TextBox 13""}"
TXT-TXT-003,drawing_text,NECKLACE drawing text - TXT-003,Drawing/text label for NECKLACE: Opening standard,NECKLACE,from R13C18 | extent 129x28px,,,"{""accessory"": ""NECKLACE"", ""text_id"": ""TXT-003"", ""content_type"": ""drawing_text"", ""source_sheet"": ""NECKLACE"", ""source"": ""from R13C18 | extent 129x28px"", ""shape_name"": ""TextBox 12""}"
TXT-TXT-004,drawing_text,NECKLACE drawing text - TXT-004,Drawing/text label for NECKLACE: HHN06-U831-01 --> slider 4 cav,NECKLACE,from R15C1 | extent 209x28px,,,"{""accessory"": ""NECKLACE"", ""text_id"": ""TXT-004"", ""content_type"": ""drawing_text"", ""source_sheet"": ""NECKLACE"", ""source"": ""from R15C1 | extent 209x28px"", ""shape_name"": ""TextBox 5""}"
TXT-TXT-005,drawing_text,NECKLACE drawing text - TXT-005,"Drawing/text label for NECKLACE: HHN08-U514-01 --> gate shape Y, no slider, 4 cav",NECKLACE,from R15C10 | extent 319x28px,,,"{""accessory"": ""NECKLACE"", ""text_id"": ""TXT-005"", ""content_type"": ""drawing_text"", ""source_sheet"": ""NECKLACE"", ""source"": ""from R15C10 | extent 319x28px"", ""shape_name"": ""TextBox 9""}"
TXT-TXT-006,drawing_text,NECKLACE drawing text - TXT-006,Drawing/text label for NECKLACE: HHN09-U514-01 --> T runner no slider 4 cavity,NECKLACE,from R31C1 | extent 301x28px,,,"{""accessory"": ""NECKLACE"", ""text_id"": ""TXT-006"", ""content_type"": ""drawing_text"", ""source_sheet"": ""NECKLACE"", ""source"": ""from R31C1 | extent 301x28px"", ""shape_name"": ""TextBox 11""}"
TXT-TXT-007,drawing_text,NECKLACE drawing text - TXT-007,Drawing/text label for NECKLACE: CHG42 --> COULD BE 4 CAV,NECKLACE,from R33C9 | to R35C14,,,"{""accessory"": ""NECKLACE"", ""text_id"": ""TXT-007"", ""content_type"": ""drawing_text"", ""source_sheet"": ""NECKLACE"", ""source"": ""from R33C9 | to R35C14"", ""shape_name"": ""TextBox 21""}"
TXT-TXT-008,drawing_text,BACKPACK ASSY drawing text - TXT-008,Drawing/text label for BACKPACK ASSY: Locking on hole Ø3.2,BACKPACK ASSY,from R14C1 | extent 211x39px,,,"{""accessory"": ""BACKPACK ASSY"", ""text_id"": ""TXT-008"", ""content_type"": ""drawing_text"", ""source_sheet"": ""Backpack assy"", ""source"": ""from R14C1 | extent 211x39px"", ""shape_name"": ""TextBox 11""}"
TXT-TXT-009,drawing_text,BACKPACK ASSY drawing text - TXT-009,Drawing/text label for BACKPACK ASSY: Mushroom Ø3.4,BACKPACK ASSY,from R23C4 | extent 184x39px,,,"{""accessory"": ""BACKPACK ASSY"", ""text_id"": ""TXT-009"", ""content_type"": ""drawing_text"", ""source_sheet"": ""Backpack assy"", ""source"": ""from R23C4 | extent 184x39px"", ""shape_name"": ""TextBox 12""}"
TXT-TXT-010,drawing_text,STD ELECTRODE PTMI drawing text - TXT-010,Drawing/text label for STD ELECTRODE PTMI: 40mm,STD ELECTRODE PTMI,from R1C1 | to R21C6,,,"{""accessory"": ""STD ELECTRODE PTMI"", ""text_id"": ""TXT-010"", ""content_type"": ""drawing_text"", ""source_sheet"": ""STD Electrode PTMI"", ""source"": ""from R1C1 | to R21C6"", ""shape_name"": ""TextBox 10""}"
TXT-TXT-011,drawing_text,STD ELECTRODE PTMI drawing text - TXT-011,Drawing/text label for STD ELECTRODE PTMI: Ø7mm,STD ELECTRODE PTMI,from R1C1 | to R21C6,,,"{""accessory"": ""STD ELECTRODE PTMI"", ""text_id"": ""TXT-011"", ""content_type"": ""drawing_text"", ""source_sheet"": ""STD Electrode PTMI"", ""source"": ""from R1C1 | to R21C6"", ""shape_name"": ""TextBox 19""}"
TXT-TXT-012,drawing_text,STD ELECTRODE PTMI drawing text - TXT-012,Drawing/text label for STD ELECTRODE PTMI: Standard electrode PTMI,STD ELECTRODE PTMI,from R1C1 | to R21C6,,,"{""accessory"": ""STD ELECTRODE PTMI"", ""text_id"": ""TXT-012"", ""content_type"": ""drawing_text"", ""source_sheet"": ""STD Electrode PTMI"", ""source"": ""from R1C1 | to R21C6"", ""shape_name"": ""TextBox 21""}"
TXT-TXT-013,drawing_text,STD ELECTRODE PTMI drawing text - TXT-013,Drawing/text label for STD ELECTRODE PTMI: Flat Surface Add 2 hole for M6,STD ELECTRODE PTMI,from R1C1 | to R21C6,,,"{""accessory"": ""STD ELECTRODE PTMI"", ""text_id"": ""TXT-013"", ""content_type"": ""drawing_text"", ""source_sheet"": ""STD Electrode PTMI"", ""source"": ""from R1C1 | to R21C6"", ""shape_name"": ""TextBox 22""}"
TXT-TXT-014,drawing_text,HAIR CLIP drawing text - TXT-014,Drawing/text label for HAIR CLIP: HNF84-U513-01,HAIR CLIP,from R10C1 | to R19C6,,,"{""accessory"": ""HAIR CLIP"", ""text_id"": ""TXT-014"", ""content_type"": ""drawing_text"", ""source_sheet"": ""Hair clip"", ""source"": ""from R10C1 | to R19C6"", ""shape_name"": ""TextBox 27""}"
TXT-TXT-015,drawing_text,HAIR CLIP drawing text - TXT-015,Drawing/text label for HAIR CLIP: Design refference,HAIR CLIP,from R10C1 | to R19C6,,,"{""accessory"": ""HAIR CLIP"", ""text_id"": ""TXT-015"", ""content_type"": ""drawing_text"", ""source_sheet"": ""Hair clip"", ""source"": ""from R10C1 | to R19C6"", ""shape_name"": ""TextBox 27""}"
TXT-TXT-016,drawing_text,HAIR CLIP drawing text - TXT-016,Drawing/text label for HAIR CLIP: Notch,HAIR CLIP,from R10C1 | to R19C6,,,"{""accessory"": ""HAIR CLIP"", ""text_id"": ""TXT-016"", ""content_type"": ""drawing_text"", ""source_sheet"": ""Hair clip"", ""source"": ""from R10C1 | to R19C6"", ""shape_name"": ""TextBox 33""}"
TXT-TXT-017,drawing_text,HAIR CLIP drawing text - TXT-017,Drawing/text label for HAIR CLIP: coring,HAIR CLIP,from R10C1 | to R19C6,,,"{""accessory"": ""HAIR CLIP"", ""text_id"": ""TXT-017"", ""content_type"": ""drawing_text"", ""source_sheet"": ""Hair clip"", ""source"": ""from R10C1 | to R19C6"", ""shape_name"": ""TextBox 36""}"
TXT-TXT-018,drawing_text,HAIR CLIP drawing text - TXT-018,Drawing/text label for HAIR CLIP: coring,HAIR CLIP,from R10C1 | to R19C6,,,"{""accessory"": ""HAIR CLIP"", ""text_id"": ""TXT-018"", ""content_type"": ""drawing_text"", ""source_sheet"": ""Hair clip"", ""source"": ""from R10C1 | to R19C6"", ""shape_name"": ""TextBox 40""}"
TXT-TXT-019,drawing_text,HAIR CLIP drawing text - TXT-019,Drawing/text label for HAIR CLIP: bump,HAIR CLIP,from R10C1 | to R19C6,,,"{""accessory"": ""HAIR CLIP"", ""text_id"": ""TXT-019"", ""content_type"": ""drawing_text"", ""source_sheet"": ""Hair clip"", ""source"": ""from R10C1 | to R19C6"", ""shape_name"": ""TextBox 42""}"
TXT-TXT-020,drawing_text,HAIR CLIP drawing text - TXT-020,Drawing/text label for HAIR CLIP: Rib Hor/ver OK,HAIR CLIP,from R10C1 | to R19C6,,,"{""accessory"": ""HAIR CLIP"", ""text_id"": ""TXT-020"", ""content_type"": ""drawing_text"", ""source_sheet"": ""Hair clip"", ""source"": ""from R10C1 | to R19C6"", ""shape_name"": ""TextBox 45""}"
TXT-TXT-021,drawing_text,HAIR CLIP drawing text - TXT-021,Drawing/text label for HAIR CLIP: HLW18-Q502-01,HAIR CLIP,from R10C6 | to R29C11,,,"{""accessory"": ""HAIR CLIP"", ""text_id"": ""TXT-021"", ""content_type"": ""drawing_text"", ""source_sheet"": ""Hair clip"", ""source"": ""from R10C6 | to R29C11"", ""shape_name"": ""TextBox 27""}"
TXT-TXT-022,drawing_text,HAIR CLIP drawing text - TXT-022,Drawing/text label for HAIR CLIP: Good projection area no slider,HAIR CLIP,from R10C6 | to R29C11,,,"{""accessory"": ""HAIR CLIP"", ""text_id"": ""TXT-022"", ""content_type"": ""drawing_text"", ""source_sheet"": ""Hair clip"", ""source"": ""from R10C6 | to R29C11"", ""shape_name"": ""TextBox 27""}"
TXT-TXT-023,drawing_text,HAIR CLIP drawing text - TXT-023,Drawing/text label for HAIR CLIP: HLX34-U512-01,HAIR CLIP,from R10C6 | to R29C11,,,"{""accessory"": ""HAIR CLIP"", ""text_id"": ""TXT-023"", ""content_type"": ""drawing_text"", ""source_sheet"": ""Hair clip"", ""source"": ""from R10C6 | to R29C11"", ""shape_name"": ""TextBox 27""}"
TXT-TXT-024,drawing_text,HAIR CLIP drawing text - TXT-024,Drawing/text label for HAIR CLIP: Layout refference,HAIR CLIP,from R10C6 | to R29C11,,,"{""accessory"": ""HAIR CLIP"", ""text_id"": ""TXT-024"", ""content_type"": ""drawing_text"", ""source_sheet"": ""Hair clip"", ""source"": ""from R10C6 | to R29C11"", ""shape_name"": ""TextBox 27""}"
TXT-TXT-025,drawing_text,HAIR CLIP drawing text - TXT-025,Drawing/text label for HAIR CLIP: Slider,HAIR CLIP,from R10C6 | to R29C11,,,"{""accessory"": ""HAIR CLIP"", ""text_id"": ""TXT-025"", ""content_type"": ""drawing_text"", ""source_sheet"": ""Hair clip"", ""source"": ""from R10C6 | to R29C11"", ""shape_name"": ""TextBox 27""}"
TXT-TXT-026,drawing_text,SHOES drawing text - TXT-026,Drawing/text label for SHOES: Shoe Type,SHOES,from R1C13 | to R3C27,,,"{""accessory"": ""SHOES"", ""text_id"": ""TXT-026"", ""content_type"": ""drawing_text"", ""source_sheet"": ""SHOES"", ""source"": ""from R1C13 | to R3C27"", ""shape_name"": ""TextBox 22""}"
TXT-TXT-027,drawing_text,SHOES drawing text - TXT-027,Drawing/text label for SHOES: Shoe,SHOES,from R3C15 | to R4C16,,,"{""accessory"": ""SHOES"", ""text_id"": ""TXT-027"", ""content_type"": ""drawing_text"", ""source_sheet"": ""SHOES"", ""source"": ""from R3C15 | to R4C16"", ""shape_name"": ""TextBox 1""}"
